,corpus,corpus_year,query_source,query_year,query,query_topicID,best_match,best_match_score,best_match_topicID
2286,Academic,2020,Medium,2018,"['return', 'city', 'holiday', 'cup', 'walk', 'wait', 'coffee', 'order', 'table', 'watch']",34,"['cognitive', 'trait', 'performance', 'avoidance', 'face', 'interpersonal', 'ability', 'alteration', 'mediator', 'skill']",0.588808536529541,9
1247,Academic,2016,Medium,2018,"['door', 'house', 'dog', 'room', 'safe', 'hand', 'climb', 'calm', 'credit', 'clean']",35,"['behavior', 'work', 'suicidal_ideation', 'suicidal', 'online', 'sex', 'offer', 'increase', 'address', 'self']",0.620670139789581,24
2028,Academic,2019,Medium,2018,"['job', 'company', 'career', 'car', 'month', 'pay', 'language', 'buy', 'hopefully', 'degree']",36,"['health', 'mental', 'care', 'internalize', 'experience', 'service', 'support', 'people', 'need', 'live']",0.653690278530121,0
1249,Academic,2016,Medium,2018,"['response', 'system', 'fight', 'release', 'event', 'training', 'threat', 'program', 'boss', 'respond']",37,"['trait', 'response', 'state', 'task', 'performance', 'threat', 'female', 'bias', 'high', 'anger']",0.772782385349274,12
2290,Academic,2020,Medium,2018,"['solution', 'drug', 'diagnosis', 'user', 'state', 'address', 'treat', 'human', 'system', 'significant']",38,"['treatment', 'severity', 'antidepressant', 'functional', 'psychiatric', 'drug', 'meta', 'predict', 'adult', 'outcome']",0.770954370498657,17
1251,Academic,2016,Medium,2018,"['overthinke', 'tackle', 'roll', 'sad', 'sentence', 'shake', 'reply', 'tooth', 'text', 'ready']",39,"['trait', 'response', 'state', 'task', 'performance', 'threat', 'female', 'bias', 'high', 'anger']",0.649142265319824,12
992,Academic,2015,Medium,2018,"['cry', 'smile', 'hurt', 'eye', 'sad', 'mother', 'finally', 'fine', 'room', 'pain']",40,"['parental', 'panic', 'fear', 'sensitivity', 'response', 'behavioral', 'psychopathology', 'startle', 'relate', 'measure']",0.57147216796875,12
1253,Academic,2016,Medium,2018,"['fuck', 'bed', 'lie', 'tired', 'nose', 'bubble', 'eye', 'clock', 'freeze', 'tv']",41,"['quality', 'life', 'sleep', 'fear', 'change', 'trajectory', 'time', 'insomnia', 'domain', 'type']",0.700635552406311,15
1254,Academic,2016,Medium,2018,"['eat', 'water', 'drink', 'diet', 'bar', 'cook', 'poor', 'heat', 'flood', 'consume']",42,"['eat', 'pathology', 'dsm', 'bmi', 'suicidality', 'accurate', 'ability', 'indirect', 'cumulative', 'functioning']",0.631761431694031,13
215,Academic,2012,Medium,2018,"['disorder', 'trauma', 'ptsd', 'symptom', 'panic_attack', 'phobia', 'excessive', 'traumatic', 'reaction', 'attack']",43,"['mood', 'disorder', 'depressive', 'depressed', 'anxious', 'history', 'relevant', 'anxiety', 'self', 'depression']",0.722656071186066,2
1256,Academic,2016,Medium,2019,"['die', 'sorry', 'response', 'food', 'habit', 'space', 'quality', 'ensure', 'mindful', 'threat']",0,"['trait', 'response', 'state', 'task', 'performance', 'threat', 'female', 'bias', 'high', 'anger']",0.717372417449951,12
737,Academic,2014,Medium,2019,"['black', 'appointment', 'office', 'doctor', 'pair', 'shoot', 'visit', 'season', 'prefer', 'forever']",1,"['onset', 'age', 'early', 'symptom', 'patient', 'year', 'adhd', 'increase', 'associate', 'high']",0.672660291194916,2
2298,Academic,2020,Medium,2019,"['medication', 'symptom', 'health', 'drug', 'treatment', 'pain', 'gut', 'doctor', 'medicine', 'effect']",2,"['treatment', 'severity', 'antidepressant', 'functional', 'psychiatric', 'drug', 'meta', 'predict', 'adult', 'outcome']",0.794183135032654,17
1519,Academic,2017,Medium,2019,"['stuff', 'death', 'content', 'post', 'money', 'shit', 'ocd', 'father', 'feed', 'art']",3,"['child', 'parent', 'anxious', 'family', 'task', 'parental', 'ambiguous', 'reaction', 'children', 'style']",0.642152369022369,1
1780,Academic,2018,Medium,2019,"['meditation', 'practice', 'emotion', 'tool', 'meditate', 'emotional', 'horse', 'technique', 'list', 'habit']",4,"['cognitive', 'performance', 'face', 'adhd', 'bias', 'high', 'task', 'relaxation', 'attention', 'psychiatry']",0.756061732769012,6
1521,Academic,2017,Medium,2019,"['social', 'child', 'parent', 'generation', 'millennial', 'party', 'instagram', 'parenting', 'event', 'interaction']",5,"['child', 'parent', 'anxious', 'family', 'task', 'parental', 'ambiguous', 'reaction', 'children', 'style']",0.752120792865753,1
1782,Academic,2018,Medium,2019,"['job', 'business', 'pay', 'boss', 'interview', 'client', 'career', 'workplace', 'plan', 'professional']",6,"['cognitive', 'performance', 'face', 'adhd', 'bias', 'high', 'task', 'relaxation', 'attention', 'psychiatry']",0.690357267856598,6
1783,Academic,2018,Medium,2019,"['light', 'eat', 'room', 'listen', 'water', 'watch', 'sound', 'bed', 'rest', 'pick']",7,"['cognitive', 'performance', 'face', 'adhd', 'bias', 'high', 'task', 'relaxation', 'attention', 'psychiatry']",0.555874168872833,6
224,Academic,2012,Medium,2019,"['wait', 'illusion', 'odd', 'fat', 'silence', 'silent', 'depress', 'weigh', 'comfort', 'crush']",8,"['threat', 'bias', 'attention', 'reactivity', 'delay', 'show', 'reduction', 'activation', 'stimulus', 'anxiety']",0.701771557331085,9
1525,Academic,2017,Medium,2019,"['mother', 'daughter', 'weight', 'mom', 'cry', 'kid', 'eye', 'reach', 'baby', 'fight']",9,"['child', 'parent', 'anxious', 'family', 'task', 'parental', 'ambiguous', 'reaction', 'children', 'style']",0.762049496173858,1
226,Academic,2012,Medium,2019,"['voice', 'finally', 'wrong', 'story', 'yet', 'partner', 'touch', 'answer', 'imagine', 'conversation']",10,"['fear', 'sad', 'memory', 'social', 'previous', 'replicate', 'role', 'may', 'effect', 'interaction']",0.567811906337738,18
1787,Academic,2018,Medium,2019,"['yoga', 'christmas', 'gift', 'routine', 'game', 'coach', 'meaningful', 'blanket', 'item', 'darkest']",11,"['mental', 'health', 'patient', 'associate', 'high', 'association', 'life', 'datum', 'psychiatric', 'people']",0.623704314231873,3
1788,Academic,2018,Medium,2019,"['energy', 'guilt', 'apologize', 'introvert', 'opinion', 'tired', 'guilty', 'pursue', 'promote', 'wrong']",12,"['social', 'emotional', 'negative', 'relationship', 'self', 'cognitive', 'emotion', 'sad', 'relate', 'suggest']",0.697460770606995,7
1009,Academic,2015,Medium,2019,"['therapy', 'mood', 'cancer', 'effective', 'vitamin', 'patient', 'light', 'function', 'direct', 'regulate']",13,"['therapy', 'patient', 'cbt', 'outcome', 'primary', 'trial', 'care', 'group', 'cognitive', 'intervention']",0.818298161029816,2
230,Academic,2012,Medium,2019,"['dog', 'afraid', 'fight', 'pain', 'sad', 'tree', 'battle', 'cry', 'normal', 'monster']",14,"['fear', 'sad', 'memory', 'social', 'previous', 'replicate', 'role', 'may', 'effect', 'interaction']",0.626305758953095,18
231,Academic,2012,Medium,2019,"['kid', 'holiday', 'birthday', 'drink', 'wear', 'old', 'pull', 'party', 'mountain', 'december']",15,"['child', 'anxiety', 'disorder', 'parent', 'non', 'anxious', 'early', 'symptom', 'likely', 'information']",0.724613726139069,36
2312,Academic,2020,Medium,2019,"['memory', 'path', 'freedom', 'process', 'free', 'law', 'awareness', 'explore', 'journey', 'war']",16,"['cognitive', 'trait', 'performance', 'avoidance', 'face', 'interpersonal', 'ability', 'alteration', 'mediator', 'skill']",0.644386827945709,9
2313,Academic,2020,Medium,2019,"['woman', 'school', 'teacher', 'relationship', 'man', 'parent', 'culture', 'teach', 'prayer', 'blog']",17,"['woman', 'depressive', 'student', 'pregnancy', 'year', 'medical', 'high', 'ci', 'perinatal', 'stressor']",0.716422736644745,4
1014,Academic,2015,Medium,2019,"['goal', 'decision', 'journal', 'product', 'activity', 'distraction', 'page', 'negative', 'writing', 'personal']",18,"['social', 'sad', 'change', 'personality', 'control', 'participant', 'group', 'perceive', 'stroke', 'task']",0.665898859500885,8
1535,Academic,2017,Medium,2019,"['mental_health', 'relationship', 'support', 'result', 'challenge', 'individual', 'provide', 'example', 'low', 'healthy']",19,"['mental', 'health', 'self', 'network', 'report', 'participant', 'support', 'help', 'service', 'intervention']",0.794123649597168,17
2316,Academic,2020,Medium,2019,"['breath', 'breathe', 'breathing', 'awesome', 'brand', 'calm', 'grateful', 'discomfort', 'allow', 'deep']",20,"['stress', 'fear', 'insomnia', 'dass', 'sensitivity', 'environmental', 'human', 'older_adult', 'pathological', 'cause']",0.616368532180786,13
237,Academic,2012,Medium,2019,"['disorder', 'trigger', 'panic_attack', 'panic', 'therapy', 'symptom', 'attack', 'suffer', 'therapist', 'common']",21,"['patient', 'anxiety', 'cognitive', 'treatment', 'outcome', 'depression', 'nightmare', 'use', 'disorder', 'therapy']",0.702463090419769,8
238,Academic,2012,Medium,2019,"['app', 'film', 'message', 'tone', 'technology', 'device', 'datum', 'design', 'digital', 'access']",22,"['fear', 'sad', 'memory', 'social', 'previous', 'replicate', 'role', 'may', 'effect', 'interaction']",0.602293789386749,18
759,Academic,2014,Medium,2019,"['social_media', 'online', 'phone', 'post', 'facebook', 'video', 'photo', 'like', 'scroll', 'picture']",23,"['group', 'post', 'participant', 'depression', 'icbt', 'internet', 'effectiveness', 'effective', 'compare', 'base']",0.60007506608963,15
240,Academic,2012,Medium,2019,"['god', 'pray', 'survey', 'cultivate', 'youth', 'lovely', 'modern', 'tap', 'uncontrollable', 'rely']",24,"['fear', 'sad', 'memory', 'social', 'previous', 'replicate', 'role', 'may', 'effect', 'interaction']",0.627309441566467,18
1281,Academic,2016,Medium,2019,"['drown', 'clarity', 'era', 'pool', 'water', 'sea', 'burden', 'ocean', 'deadline', 'meet']",25,"['trait', 'response', 'state', 'task', 'performance', 'threat', 'female', 'bias', 'high', 'anger']",0.594559371471405,12
242,Academic,2012,Medium,2020,"['disorder', 'symptom', 'therapy', 'treatment', 'therapist', 'patient', 'trigger', 'treat', 'medical', 'common']",0,"['patient', 'anxiety', 'cognitive', 'treatment', 'outcome', 'depression', 'nightmare', 'use', 'disorder', 'therapy']",0.798284292221069,8
243,Academic,2012,Medium,2020,"['pain', 'suffer', 'sadness', 'hospital', 'sad', 'depressed', 'depress', 'hide', 'suicide', 'suffering']",1,"['patient', 'anxiety', 'cognitive', 'treatment', 'outcome', 'depression', 'nightmare', 'use', 'disorder', 'therapy']",0.723742306232452,8
1804,Academic,2018,Medium,2020,"['speak', 'music', 'sound', 'voice', 'wear', 'eye', 'car', 'air', 'foot', 'color']",2,"['cognitive', 'performance', 'face', 'adhd', 'bias', 'high', 'task', 'relaxation', 'attention', 'psychiatry']",0.511619329452515,6
245,Academic,2012,Medium,2020,"['negative', 'positive', 'energy', 'peace', 'thinking', 'awareness', 'relax', 'attention', 'listen', 'physical']",3,"['anxiety', 'negative', 'sensitivity', 'belief', 'disorder', 'relate', 'finding', 'support', 'result', 'control']",0.78248518705368,33
506,Academic,2013,Medium,2020,"['panic_attack', 'attack', 'doctor', 'test', 'medication', 'panic', 'drug', 'medicine', 'psychiatrist', 'disease']",4,"['phobia', 'life_event', 'depression', 'emerge', 'antidepressant', 'duration', 'development', 'early', 'drive', 'use']",0.69315379858017,8
1547,Academic,2017,Medium,2020,"['relationship', 'choose', 'action', 'challenge', 'goal', 'choice', 'power', 'build', 'overcome', 'decision']",5,"['relationship', 'mediate', 'score', 'psychological', 'experience', 'scale', 'affective', 'correlate', 'effect', 'negative']",0.734371185302734,5
1808,Academic,2018,Medium,2020,"['hurt', 'reality', 'soul', 'future', 'truth', 'afraid', 'present', 'accept', 'true', 'answer']",6,"['memory', 'response', 'increase', 'fear', 'amygdala', 'threat', 'effect', 'state', 'show', 'brain']",0.637060225009918,5
1289,Academic,2016,Medium,2020,"['bed', 'dream', 'wake', 'eat', 'cry', 'light', 'morning', 'eye', 'finally', 'house']",7,"['quality', 'life', 'sleep', 'fear', 'change', 'trajectory', 'time', 'insomnia', 'domain', 'type']",0.710494577884674,15
1290,Academic,2016,Medium,2020,"['response', 'human', 'system', 'emotional', 'safe', 'death', 'normal', 'fight', 'crisis', 'news']",8,"['trait', 'response', 'state', 'task', 'performance', 'threat', 'female', 'bias', 'high', 'anger']",0.75630921125412,12
1551,Academic,2017,Medium,2020,"['breath', 'breathe', 'breathing', 'anger', 'yoga', 'notice', 'chest', 'technique', 'exhale', 'muscle']",9,"['stress', 'bias', 'positive', 'symptom', 'attention', 'stressor', 'test', 'negative', 'psychosis', 'early']",0.632608592510223,25
252,Academic,2012,Medium,2020,"['man', 'exam', 'study', 'professor', 'desire', 'interview', 'animal', 'track', 'law', 'destroy']",10,"['physiological', 'report', 'social', 'cue', 'anxiety', 'include', 'student', 'study', 'participant', 'approach']",0.629945933818817,13
253,Academic,2012,Medium,2020,"['book', 'story', 'watch', 'post', 'social_media', 'play', 'god', 'game', 'article', 'bit']",11,"['fear', 'sad', 'memory', 'social', 'previous', 'replicate', 'role', 'may', 'effect', 'interaction']",0.588841080665588,18
1294,Academic,2016,Medium,2020,"['psychological', 'journal', 'interaction', 'belief', 'clinical', 'analyze', 'transform', 'subconscious', 'perception', 'psychology']",12,"['social', 'sad', 'cognitive', 'impairment', 'neural', 'response', 'processing', 'subjective', 'affective', 'gene']",0.747861564159393,3
1035,Academic,2015,Medium,2020,"['social', 'support', 'group', 'uncertainty', 'individual', 'resource', 'society', 'result', 'seek', 'country']",13,"['social', 'sad', 'change', 'personality', 'control', 'participant', 'group', 'perceive', 'stroke', 'task']",0.72605562210083,8
1556,Academic,2017,Medium,2020,"['plan', 'manage', 'set', 'list', 'task', 'avoid', 'morning', 'tip', 'routine', 'business']",14,"['patient', 'group', 'control', 'ocd', 'compare', 'activity', 'significantly', 'aim', 'relative', 'however']",0.659670114517212,16
1817,Academic,2018,Medium,2020,"['meditation', 'com', 'https', 'mindfulness', 'meditate', 'originally_publishe', 'present', 'org', 'mindful', 'tool']",15,"['cognitive', 'performance', 'face', 'adhd', 'bias', 'high', 'task', 'relaxation', 'attention', 'psychiatry']",0.76563823223114,6
2078,Academic,2019,Medium,2020,"['child', 'parent', 'kid', 'student', 'school', 'young', 'college', 'class', 'teacher', 'mom']",16,"['child', 'adolescent', 'parent', 'behavior', 'age', 'youth', 'problem', 'school', 'report', 'parental']",0.806245565414429,1
1559,Academic,2017,Medium,2020,"['exercise', 'reduce', 'study', 'effect', 'increase', 'food', 'improve', 'activity', 'eat', 'benefit']",17,"['behaviour', 'increase', 'exercise', 'disability', 'temporal', 'harm', 'cause', 'decrease', 'attitude', 'trajectory']",0.716436088085175,24
